   4.19930475E-05 ,
   1.00926001E-04 ,
   1.98758513E-04 ,
   3.45349777E-04 ,
   5.50558849E-04 ,
   8.24245042E-04 ,
   1.17626681E-03 ,
   1.61648134E-03 ,
   2.15473422E-03 ,
   2.80082296E-03 ,
   3.56442481E-03 ,
   4.45492938E-03 ,
   5.48121845E-03 ,
   6.65134052E-03 ,
   7.97217432E-03 ,
   9.44909267E-03 ,
   1.10856574E-02 ,
   1.28834303E-02 ,
   1.48418574E-02 ,
   1.69582665E-02 ,
   1.92279816E-02 ,
   2.16444749E-02 ,
   2.41996106E-02 ,
   2.68839076E-02 ,
   2.96868384E-02 ,
   3.25970948E-02 ,
   3.56029049E-02 ,
   3.86922024E-02 ,
   4.18529287E-02 ,
   4.50731777E-02 ,
   4.83414046E-02 ,
   5.16464524E-02 ,
   5.49777746E-02 ,
   5.83254099E-02 ,
   6.16800897E-02 ,
   6.50332719E-02 ,
   6.83770627E-02 ,
   7.17043281E-02 ,
   7.50086159E-02 ,
   7.82841593E-02 ,
   8.15258399E-02 ,
   8.47291201E-02 ,
   8.78900737E-02 ,
   9.10053179E-02 ,
   9.40719172E-02 ,
   9.70875323E-02 ,
  0.100050047     ,
  0.102957904     ,
  0.105809793     ,
  0.108604796     ,
  0.111342199     ,
  0.114021599     ,
  0.116642781     ,
  0.119205825     ,
  0.121710852     ,
  0.124158233     ,
  0.126548380     ,
  0.128882036     ,
  0.131159753     ,
  0.133382425     ,
  0.135550782     ,
  0.137665883     ,
  0.139728621     ,
  0.141740009     ,
  0.143701136     ,
  0.145612985     ,
  0.147476718     ,
  0.149293378     ,
  0.151064083     ,
  0.152789921     ,
  0.154472053     ,
  0.156111509     ,
  0.157709390     ,
  0.159266770     ,
  0.160784721     ,
  0.162264332     ,
  0.163706586     ,
  0.165112466     ,
  0.166483030     ,
  0.167819157     ,
  0.169121906     ,
  0.170392141     ,
  0.171630815     ,
  0.172838762     ,
  0.174016878     ,
  0.175165996     ,
  0.176286981     ,
  0.177380502     ,
  0.178447455     ,
  0.179488569     ,
  0.180504605     ,
  0.181496128     ,
  0.182463959     ,
  0.183408916     ,
  0.184331298     ,
  0.185232058     ,
  0.186111584     ,
  0.186970651     ,
  0.187809601     ,
  0.188629299     ,
  0.189430147     ,
  0.190212563     ,
  0.190977216     ,
  0.191724509     ,
  0.192454994     ,
  0.193169028     ,
  0.193867207     ,
  0.194549859     ,
  0.195217416     ,
  0.195870399     ,
  0.196509078     ,
  0.197133884     ,
  0.197745144     ,
  0.198343351     ,
  0.198928669     ,
  0.199501649     ,
  0.200062484     ,
  0.200611502     ,
  0.201148987     ,
  0.201675370     ,
  0.202190816     ,
  0.202695698     ,
  0.203190252     ,
  0.203674734     ,
  0.204149306     ,
  0.204614401     ,
  0.205070257     ,
  0.205516994     ,
  0.205954820     ,
  0.206384003     ,
  0.206804842     ,
  0.207217440     ,
  0.207622066     ,
  0.208018869     ,
  0.208408073     ,
  0.208789855     ,
  0.209164396     ,
  0.209531859     ,
  0.209892437     ,
  0.210246190     ,
  0.210593492     ,
  0.210934311     ,
  0.211268842     ,
  0.211597353     ,
  0.211919829     ,
  0.212236509     ,
  0.212547436     ,
  0.212852806     ,
  0.213152796     ,
  0.213447347     ,
  0.213736817     ,
  0.214021176     ,
  0.214300528     ,
  0.214575082     ,
  0.214844868     ,
  0.215110019     ,
  0.215370685     ,
  0.215626851     ,
  0.215878710     ,
  0.216126338     ,
  0.216369793     ,
  0.216609180     ,
  0.216844648     ,
  0.217076167     ,
  0.217303902     ,
  0.217527926     ,
  0.217748329     ,
  0.217965096     ,
  0.218178406     ,
  0.218388349     ,
  0.218594834     ,
  0.218798116     ,
  0.218998119     ,
  0.219195008     ,
  0.219388843     ,
  0.219579607     ,
  0.219767466     ,
  0.219952449     ,
  0.220134601     ,
  0.220313847     ,
  0.220490456     ,
  0.220664367     ,
  0.220835686     ,
  0.221004352     ,
  0.221170589     ,
  0.221334368     ,
  0.221495569     ,
  0.221654505     ,
  0.221811146     ,
  0.221965477     ,
  0.222117409     ,
  0.222267345     ,
  0.222415164     ,
  0.222560704     ,
  0.222704172     ,
  0.222845659     ,
  0.222985134     ,
  0.223122627     ,
  0.223258227     ,
  0.223391891     ,
  0.223523676     ,
  0.223653659     ,
  0.223781899     ,
  0.223908365     ,
  0.224033058     ,
  0.224156037     ,
  0.224277377     ,
  0.224397033     ,
  0.224515259     ,
  0.224631727     ,
  0.224746749     ,
  0.224860117     ,
  0.224972039     ,
  0.225082532     ,
  0.225191534     ,
  0.225299105     ,
  0.225405335     ,
  0.225510195     ,
  0.225613698     ,
  0.225715771     ,
  0.225816578     ,
  0.225916147     ,
  0.226014480     ,
  0.226111531     ,
  0.226207331     ,
  0.226301908     ,
  0.226395383     ,
  0.226487666     ,
  0.226578787     ,
  0.226668835     ,
  0.226757750     ,
  0.226845518     ,
  0.226932257     ,
  0.227017939     ,
  0.227102593     ,
  0.227186218     ,
  0.227268890     ,
  0.227350488     ,
  0.227431133     ,
  0.227510855     ,
  0.227589667     ,
  0.227667496     ,
  0.227744356     ,
  0.227820367     ,
  0.227895498     ,
  0.227969840     ,
  0.228043154     ,
  0.228115767     ,
  0.228187472     ,
  0.228258401     ,
  0.228328392     ,
  0.228397742     ,
  0.228466317     ,
  0.228533953     ,
  0.228601024     ,
  0.228667125     ,
  0.228732720     ,
  0.228797451     ,
  0.228861496     ,
  0.228924870     ,
  0.228987515     ,
  0.229049474     ,
  0.229110762     ,
  0.229171336     ,
  0.229231194     ,
  0.229290605     ,
  0.229349226     ,
  0.229407325     ,
  0.229464680     ,
  0.229521528     ,
  0.229577705     ,
  0.229633361     ,
  0.229688287     ,
  0.229742765     ,
  0.229796618     ,
  0.229849920     ,
  0.229902714     ,
  0.229954869     ,
  0.230006456     ,
  0.230057672     ,
  0.230108291     ,
  0.230158389     ,
  0.230207920     ,
  0.230257004     ,
  0.230305627     ,
  0.230353668     ,
  0.230401248     ,
  0.230448410     ,
  0.230495036     ,
  0.230541229     ,
  0.230586946     ,
  0.230632201     ,
  0.230677009     ,
  0.230721474     ,
  0.230765358     ,
  0.230808899     ,
  0.230851963     ,
  0.230894670     ,
  0.230936915     ,
  0.230978787     ,
  0.231020197     ,
  0.231061265     ,
  0.231101945     ,
  0.231142223     ,
  0.231182039     ,
  0.231221616     ,
  0.231260717     ,
  0.231299490     ,
  0.231337890     ,
  0.231375962     ,
  0.231413648     ,
  0.231450960     ,
  0.231487930     ,
  0.231524616     ,
  0.231560841     ,
  0.231596872     ,
  0.231632456     ,
  0.231667832     ,
  0.231702805     ,
  0.231737539     ,
  0.231771827     ,
  0.231805921     ,
  0.231839657     ,
  0.231873140     ,
  0.231906250     ,
  0.231939092     ,
  0.231971592     ,
  0.232003912     ,
  0.232035875     ,
  0.232067630     ,
  0.232099012     ,
  0.232130185     ,
  0.232161015     ,
  0.232191682     ,
  0.232221961     ,
  0.232252002     ,
  0.232281804     ,
  0.232311368     ,
  0.232340664     ,
  0.232369766     ,
  0.232398465     ,
  0.232427076     ,
  0.232455313     ,
  0.232483506     ,
  0.232511267     ,
  0.232538849     ,
  0.232566148     ,
  0.232593328     ,
  0.232620254     ,
  0.232646927     ,
  0.232673317     ,
  0.232699603     ,
  0.232725680     ,
  0.232751429     ,
  0.232777059     ,
  0.232802436     ,
  0.232827619     ,
  0.232852563     ,
  0.232877329     ,
  0.232901886     ,
  0.232926279     ,
  0.232950434     ,
  0.232974395     ,
  0.232998163     ,
  0.233021766     ,
  0.233045235     ,
  0.233068377     ,
  0.233091414     ,
  0.233114213     ,
  0.233136907     ,
  0.233159393     ,
  0.233181715     ,
  0.233203843     ,
  0.233225793     ,
  0.233247578     ,
  0.233269289     ,
  0.233290613     ,
  0.233311921     ,
  0.233333066     ,
  0.233354017     ,
  0.233374760     ,
  0.233395442     ,
  0.233415902     ,
  0.233436212     ,
  0.233456388     ,
  0.233476490     ,
  0.233496219     ,
  0.233515963     ,
  0.233535528     ,
  0.233554944     ,
  0.233574182     ,
  0.233593285     ,
  0.233612254     ,
  0.233631134     ,
  0.233649865     ,
  0.233668491     ,
  0.233686820     ,
  0.233705103     ,
  0.233723328     ,
  0.233741269     ,
  0.233759210     ,
  0.233776942     ,
  0.233794600     ,
  0.233812049     ,
  0.233829439     ,
  0.233846650     ,
  0.233863786     ,
  0.233880773     ,
  0.233897641     ,
  0.233914450     ,
  0.233931035     ,
  0.233947530     ,
  0.233963907     ,
  0.233980179     ,
  0.233996347     ,
  0.234012380     ,
  0.234028384     ,
  0.234044194     ,
  0.234059900     ,
  0.234075427     ,
  0.234090939     ,
  0.234106377     ,
  0.234121636     ,
  0.234136835     ,
  0.234151840     ,
  0.234166831     ,
  0.234181747     ,
  0.234196424     ,
  0.234211162     ,
  0.234225675     ,
  0.234240115     ,
  0.234254435     ,
  0.234268695     ,
  0.234282866     ,
  0.234296918     ,
  0.234310940     ,
  0.234324813     ,
  0.234338626     ,
  0.234352306     ,
  0.234365836     ,
  0.234379411     ,
  0.234392762     ,
  0.234406158     ,
  0.234419361     ,
  0.234432489     ,
  0.234445512     ,
  0.234458551     ,
  0.234471411     ,
  0.234484226     ,
  0.234496981     ,
  0.234509587     ,
  0.234522134     ,
  0.234534666     ,
  0.234547049     ,
  0.234559372     ,
  0.234571606     ,
  0.234583721     ,
  0.234595820     ,
  0.234607816     ,
  0.234619677     ,
  0.234631523     ,
  0.234643310     ,
  0.234655023     ,
  0.234666690     ,
  0.234678134     ,
  0.234689668     ,
  0.234701082     ,
  0.234712332     ,
  0.234723672     ,
  0.234734893     ,
